,string,x,y
14822,"go down  thirty-one, then move fifty-nine to the left",-59,-31
14823,"go down  twenty-seven, then move ninety-nine to the left",-99,-27
14824,"go down  five, then move forty-seven to the left",-47,-5
14825,"go down  fifty-two, then move ninety-five to the left",-95,-52
14826,"go down  eighty-six, then move forty-five to the left",-45,-86
14827,"go down  eighty, then move ninety-three to the left",-93,-80
14828,"go down  forty-seven, then move eighty-three to the left",-83,-47
14829,"go down  fifty-two, then move fifty to the left",-50,-52
14830,"go down  eighty-one, then move six to the left",-6,-81
14831,"go down  ninety-three, then move fourteen to the left",-14,-93
14832,"go down  nineteen, then move seventy-two to the left",-72,-19
14833,"go down  eighty-three, then move eighteen to the left",-18,-83
14834,"go down  twenty, then move seventy-six to the left",-76,-20
14835,"go down  sixteen, then move eighty-nine to the left",-89,-16
14836,"go down  fifteen, then move fifty-seven to the left",-57,-15
14837,"go down  forty-eight, then move sixty-one to the left",-61,-48
14838,"go down  eighty-two, then move nineteen to the left",-19,-82
14839,"go down  seven, then move ninety-six to the left",-96,-7
14840,"go down  twenty-three, then move six to the left",-6,-23
14841,"go down  thirteen, then move ninety-seven to the left",-97,-13
14842,"go down  seventy-one, then move nineteen to the left",-19,-71
14843,"go down  sixty-one, then move forty to the left",-40,-61
14844,"go down  ninety-six, then move forty to the left",-40,-96
14845,"go down  eighty-two, then move eighty-two to the left",-82,-82
14846,"go down  thirty-two, then move ninety-seven to the left",-97,-32
14847,"go down  forty-four, then move eighty-four to the left",-84,-44
14848,"go down  forty-eight, then move fifty-nine to the left",-59,-48
14849,"go down  thirty-six, then move twenty-eight to the left",-28,-36
14850,"go down  seventy-nine, then move sixty-seven to the left",-67,-79
14851,"go down  two, then move four to the left",-4,-2
14852,"go down  ninety-two, then move eighty-four to the left",-84,-92
14853,"go down  seventeen, then move twenty to the left",-20,-17
14854,"go down  seventy-five, then move fifty-four to the left",-54,-75
14855,"go down  fifty-five, then move forty-six to the left",-46,-55
14856,"go down  fifty-four, then move forty-eight to the left",-48,-54
14857,"go down  sixty-nine, then move eighty-one to the left",-81,-69
14858,"go down  forty-one, then move eighty-four to the left",-84,-41
14859,"go down  eighty-three, then move fifty-eight to the left",-58,-83
14860,"go down  ninety-eight, then move fifty-six to the left",-56,-98
14861,"go down  sixty-three, then move twenty to the left",-20,-63
14862,"go down  eighty-one, then move eighty-four to the left",-84,-81
14863,"go down  forty-six, then move fifty-seven to the left",-57,-46
14864,"go down  ninety, then move forty to the left",-40,-90
14865,"go down  ninety-seven, then move twenty-three to the left",-23,-97
14866,"go down  ten, then move ninety-five to the left",-95,-10
14867,"go down  ninety-one, then move thirty-one to the left",-31,-91
14868,"go down  seven, then move ninety-eight to the left",-98,-7
14869,"go down  forty, then move ninety-one to the left",-91,-40
14870,"go down  fifty-five, then move fifty-six to the left",-56,-55
14871,"go down  thirty-two, then move eighty-eight to the left",-88,-32
14872,"go down  twelve, then move three to the left",-3,-12
14873,"go down  eighty-one, then move eight to the left",-8,-81
14874,"go down  fifty-four, then move ninety-eight to the left",-98,-54
14875,"go down  ninety, then move eighty to the left",-80,-90
14876,"go down  seventy-eight, then move ninety-six to the left",-96,-78
14877,"go down  ninety-nine, then move thirty-nine to the left",-39,-99
14878,"go down  seven, then move three to the left",-3,-7
14879,"go down  sixty-five, then move fifty-nine to the left",-59,-65
14880,"go down  sixty-two, then move thirty-two to the left",-32,-62
14881,"go down  thirty-eight, then move forty-four to the left",-44,-38
14882,"go down  eleven, then move four to the left",-4,-11
14883,"go down  fifty-six, then move ninety-five to the left",-95,-56
14884,"go down  thirty-nine, then move sixty-five to the left",-65,-39
14885,"go down  forty-nine, then move twenty-four to the left",-24,-49
14886,"go down  three, then move fifteen to the left",-15,-3
14887,"go down  ninety-six, then move forty-six to the left",-46,-96
14888,"go down  three, then move thirty to the left",-30,-3
14889,"go down  seventy-three, then move twenty-eight to the left",-28,-73
14890,"go down  forty-eight, then move seventy-eight to the left",-78,-48
14891,"go down  eleven, then move sixty-three to the left",-63,-11
14892,"go down  sixty-six, then move thirty-six to the left",-36,-66
14893,"go down  thirty-eight, then move seventy-three to the left",-73,-38
14894,"go down  thirty-one, then move twenty-six to the left",-26,-31
14895,"go down  sixty-five, then move thirty-seven to the left",-37,-65
14896,"go down  fifty-five, then move thirty-three to the left",-33,-55
14897,"go down  nineteen, then move seventy-five to the left",-75,-19
14898,"go down  eighty-five, then move sixty-four to the left",-64,-85
14899,"go down  forty-two, then move fifty-eight to the left",-58,-42
14900,"go down  seventy-nine, then move one hundred to the left",-100,-79
14901,"go down  ninety-five, then move thirteen to the left",-13,-95
14902,"go down  thirty-eight, then move forty-eight to the left",-48,-38
14903,"go down  twenty-nine, then move forty-nine to the left",-49,-29
14904,"go down  fifty-four, then move thirty-three to the left",-33,-54
14905,"go down  twenty-three, then move fifty-two to the left",-52,-23
14906,"go down  sixty-two, then move eighty-four to the left",-84,-62
14907,"go down  fifty-six, then move four to the left",-4,-56
14908,"go down  ninety-one, then move seventy-one to the left",-71,-91
14909,"go down  seventy, then move forty-four to the left",-44,-70
14910,"go down  sixty-five, then move fifty-two to the left",-52,-65
14911,"go down  fifty-seven, then move ninety-five to the left",-95,-57
14912,"go down  forty-two, then move thirty-three to the left",-33,-42
14913,"go down  fifty, then move twenty-six to the left",-26,-50
14914,"go down  sixty-seven, then move ninety-eight to the left",-98,-67
14915,"go down  fifty-three, then move twenty-six to the left",-26,-53
14916,"go down  eighty-four, then move eleven to the left",-11,-84
14917,"go down  seventy-two, then move eighty-three to the left",-83,-72
14918,"go down  ninety-two, then move ninety-one to the left",-91,-92
14919,"go down  eighty-two, then move forty-six to the left",-46,-82
14920,"go down  eighteen, then move fifty-six to the left",-56,-18
14921,"go down  sixty-nine, then move thirty-three to the left",-33,-69
14922,"go down  forty-four, then move fifty-eight to the left",-58,-44
14923,"go down  eighty-six, then move sixty-eight to the left",-68,-86
14924,"go down  thirty-four, then move forty-six to the left",-46,-34
14925,"go down  seventy-eight, then move thirty-seven to the left",-37,-78
14926,"go down  eighty-four, then move twenty-eight to the left",-28,-84
14927,"go down  twenty-one, then move ninety-five to the left",-95,-21
14928,"go down  sixty-one, then move fifty-six to the left",-56,-61
14929,"go down  seventy-one, then move forty-two to the left",-42,-71
14930,"go down  twenty-nine, then move twenty-three to the left",-23,-29
14931,"go down  ninety, then move fifty-two to the left",-52,-90
14932,"go down  thirty-six, then move sixteen to the left",-16,-36
14933,"go down  sixty-three, then move eighty-five to the left",-85,-63
14934,"go down  eighty-one, then move forty-four to the left",-44,-81
14935,"go down  sixty-five, then move four to the left",-4,-65
14936,"go down  forty-seven, then move thirty-nine to the left",-39,-47
14937,"go down  three, then move seventy-two to the left",-72,-3
14938,"go down  seventy-seven, then move fifty-six to the left",-56,-77
14939,"go down  ninety-eight, then move forty-eight to the left",-48,-98
14940,"go down  forty-five, then move fifty-nine to the left",-59,-45
14941,"go down  sixty-nine, then move forty-nine to the left",-49,-69
14942,"go down  eighty-one, then move fifty-three to the left",-53,-81
14943,"go down  thirty-two, then move fifty-one to the left",-51,-32
14944,"go down  nine, then move twenty-seven to the left",-27,-9
14945,"go down  sixty-three, then move eighty-eight to the left",-88,-63
14946,"go down  eleven, then move sixty-eight to the left",-68,-11
14947,"go down  thirty-five, then move ninety-two to the left",-92,-35
14948,"go down  forty-five, then move thirty-nine to the left",-39,-45
14949,"go down  twenty-three, then move forty-three to the left",-43,-23
14950,"go down  twenty, then move fifty-five to the left",-55,-20
14951,"go down  sixty-four, then move forty-eight to the left",-48,-64
14952,"go down  sixty-nine, then move thirty-three to the left",-33,-69
14953,"go down  ninety-three, then move ninety-nine to the left",-99,-93
14954,"go down  sixty-five, then move ninety-eight to the left",-98,-65
14955,"go down  twenty-five, then move forty-nine to the left",-49,-25
14956,"go down  seventy-nine, then move sixty to the left",-60,-79
14957,"go down  forty-one, then move sixty-nine to the left",-69,-41
14958,"go down  ten, then move ninety-three to the left",-93,-10
14959,"go down  eighty-one, then move sixty-three to the left",-63,-81
14960,"go down  nineteen, then move fifteen to the left",-15,-19
14961,"go down  seventy-four, then move twenty-eight to the left",-28,-74
14962,"go down  forty-eight, then move thirty-three to the left",-33,-48
14963,"go down  nine, then move twenty-eight to the left",-28,-9
14964,"go down  forty-six, then move forty-five to the left",-45,-46
14965,"go down  twenty-seven, then move twenty to the left",-20,-27
14966,"go down  forty-seven, then move eighty-eight to the left",-88,-47
14967,"go down  seventy-seven, then move eighty-seven to the left",-87,-77
14968,"go down  eighty-four, then move twelve to the left",-12,-84
14969,"go down  twenty-nine, then move eighteen to the left",-18,-29
14970,"go down  twenty, then move twenty-two to the left",-22,-20
14971,"go down  sixty, then move eighty-one to the left",-81,-60
14972,"go down  sixty-nine, then move seventy-seven to the left",-77,-69
14973,"go down  four, then move eighty-eight to the left",-88,-4
14974,"go down  eighty-one, then move sixty-three to the left",-63,-81
14975,"go down  seventy-four, then move sixty-three to the left",-63,-74
14976,"go down  sixty-three, then move one hundred to the left",-100,-63
14977,"go down  sixty-nine, then move thirty-two to the left",-32,-69
14978,"go down  forty-nine, then move seventy-four to the left",-74,-49
14979,"go down  forty-five, then move four to the left",-4,-45
14980,"go down  fifty-four, then move thirty-four to the left",-34,-54
14981,"go down  twenty-seven, then move fifty-five to the left",-55,-27
14982,"go down  sixty-three, then move ninety-seven to the left",-97,-63
14983,"go down  fifty-four, then move five to the left",-5,-54
14984,"go down  sixty-two, then move twenty-seven to the left",-27,-62
14985,"go down  forty-nine, then move ninety-four to the left",-94,-49
14986,"go down  eight, then move thirty-four to the left",-34,-8
14987,"go down  seventy-one, then move forty-five to the left",-45,-71
14988,"go down  one hundred, then move thirty-one to the left",-31,-100
14989,"go down  ninety-six, then move forty-five to the left",-45,-96
14990,"go down  thirteen, then move ten to the left",-10,-13
14991,"go down  fifty-seven, then move eighty-seven to the left",-87,-57
14992,"go down  one hundred, then move thirty-two to the left",-32,-100
14993,"go down  thirty-nine, then move ninety-five to the left",-95,-39
14994,"go down  ninety-nine, then move sixty-three to the left",-63,-99
